Category,Attribute,Value,Overall %,Star Range,%
Nightlife,BusinessAcceptsCreditCards,True,,1-2,72.36842105263158
Nightlife,BusinessAcceptsCreditCards,False,,1-2,6.578947368421052
Nightlife,BusinessAcceptsCreditCards,True,,2-3,86.7587327376117
Nightlife,BusinessAcceptsCreditCards,False,,2-3,2.3558082859463854
Nightlife,BusinessAcceptsCreditCards,True,,3-4,87.99039231385109
Nightlife,BusinessAcceptsCreditCards,False,,3-4,2.602081665332266
Nightlife,BusinessAcceptsCreditCards,,,3-4,0.0400320256204963
Nightlife,BusinessAcceptsCreditCards,True,,4-5,86.90802706162005
Nightlife,BusinessAcceptsCreditCards,False,,4-5,3.583836167489486
Nightlife,BikeParking,False,,1-2,34.21052631578947
Nightlife,BikeParking,True,,1-2,21.052631578947366
Nightlife,BikeParking,True,,2-3,45.16653127538586
Nightlife,BikeParking,False,,2-3,25.182778229082047
Nightlife,BikeParking,True,,3-4,60.68855084067254
Nightlife,BikeParking,False,,3-4,17.53402722177742
Nightlife,BikeParking,,,3-4,0.0200160128102481
Nightlife,BikeParking,True,,4-5,66.06326567928323
Nightlife,BikeParking,False,,4-5,13.658804168952276
Nightlife,WheelchairAccessible,True,,1-2,11.842105263157894
Nightlife,WheelchairAccessible,False,,1-2,3.947368421052632
Nightlife,WheelchairAccessible,True,,2-3,16.978066612510155
Nightlife,WheelchairAccessible,False,,2-3,0.7311129163281885
Nightlife,WheelchairAccessible,True,,3-4,29.32345876701361
Nightlife,WheelchairAccessible,False,,3-4,1.3811048839071256
Nightlife,WheelchairAccessible,,,3-4,0.0200160128102481
Nightlife,WheelchairAccessible,True,,4-5,44.834521850429695
Nightlife,WheelchairAccessible,False,,4-5,3.4741268970561343
Nightlife,OutdoorSeating,False,,1-2,42.10526315789473
Nightlife,OutdoorSeating,True,,1-2,31.57894736842105
Nightlife,OutdoorSeating,,,1-2,1.3157894736842104
Nightlife,OutdoorSeating,True,,2-3,45.16653127538586
Nightlife,OutdoorSeating,False,,2-3,43.7855402112104
Nightlife,OutdoorSeating,,,2-3,0.487408610885459
Nightlife,OutdoorSeating,True,,3-4,59.66773418734987
Nightlife,OutdoorSeating,False,,3-4,31.84547638110488
Nightlife,OutdoorSeating,,,3-4,1.501200960768615
Nightlife,OutdoorSeating,True,,4-5,58.63960504662644
